1	0.998048
21	0.997719
41	0.997619
61	0.997318
81	0.997309
101	0.99692
121	0.996843
141	0.996598
161	0.996459
181	0.996246
201	0.996053
221	0.99571
241	0.995678
261	0.995453
281	0.995255
301	0.995034
321	0.994858
341	0.994726
361	0.994406
381	0.994216
401	0.994051
421	0.993837
441	0.993496
461	0.993549
481	0.993273
501	0.993005
521	0.992859
541	0.992703
561	0.992497
581	0.992291
601	0.992039
621	0.991807
641	0.991645
661	0.991559
681	0.991288
701	0.991087
721	0.990961
741	0.990741
761	0.990647
781	0.990256
801	0.990029
821	0.989787
841	0.989732
861	0.989478
881	0.989256
901	0.989029
921	0.988889
941	0.988673
961	0.988587
981	0.988217
1001	0.988207
1021	0.987964
1041	0.987868
1061	0.987585
1081	0.987328
1101	0.987126
1121	0.986964
1141	0.986757
1161	0.986568
1181	0.986401
1201	0.986164
1221	0.985988
1241	0.985834
1261	0.985585
1281	0.985407
1301	0.985112
1321	0.984988
1341	0.984697
1361	0.984691
1381	0.984472
1401	0.984221
1421	0.984092
1441	0.983971
1461	0.983789
1481	0.983447
1501	0.983142
1521	0.98302
1541	0.982937
1561	0.982501
1581	0.982518
1601	0.982327
1621	0.982196
1641	0.981978
1661	0.981615
1681	0.981537
1701	0.98127
1721	0.981159
1741	0.980938
1761	0.980777
1781	0.980648
1801	0.980402
1821	0.980277
1841	0.979955
1861	0.979961
1881	0.979608
1901	0.979377
1921	0.97925
1941	0.979086
1961	0.978787
1981	0.978543
2001	0.978497
2021	0.978298
2041	0.978268
2061	0.97793
2081	0.977709
2101	0.977511
2121	0.977264
2141	0.977179
2161	0.976852
2181	0.976711
2201	0.976599
2221	0.976415
2241	0.976269
2261	0.975945
2281	0.975778
2301	0.9756
2321	0.975453
2341	0.975247
2361	0.975022
2381	0.974938
2401	0.974719
2421	0.974487
2441	0.974398
2461	0.974107
2481	0.973951
2501	0.973766
2521	0.973405
2541	0.973368
2561	0.973234
2581	0.972992
2601	0.972777
2621	0.97273
2641	0.972468
2661	0.972164
2681	0.972083
2701	0.971838
2721	0.971728
2741	0.971492
2761	0.971181
2781	0.971029
2801	0.970963
2821	0.97064
2841	0.970454
2861	0.970233
2881	0.970108
2901	0.969951
2921	0.969672
2941	0.969542
2961	0.969394
2981	0.969243
3001	0.969077
3021	0.968857
3041	0.96858
3061	0.968328
3081	0.968189
3101	0.968134
3121	0.967943
3141	0.967559
3161	0.967473
3181	0.96735
3201	0.96727
3221	0.966914
3241	0.966809
3261	0.966716
3281	0.966298
3301	0.966222
3321	0.966049
3341	0.965804
3361	0.965739
3381	0.965426
3401	0.965389
3421	0.965005
3441	0.964982
3461	0.964716
3481	0.96446
3501	0.964187
3521	0.964192
3541	0.963987
3561	0.963983
3581	0.963689
3601	0.963405
3621	0.963266
3641	0.9631
3661	0.962879
3681	0.962719
3701	0.962515
3721	0.962256
3741	0.962168
3761	0.961931
3781	0.961688
3801	0.961558
3821	0.96134
3841	0.961318
3861	0.961009
3881	0.960781
3901	0.960721
3921	0.960534
3941	0.960227
3961	0.960061
3981	0.959925
